# file...... outputFiles/transformer:power_in_A.csv
# date...... Mon Apr  4 09:07:19 2016
# user...... mlunacek
# host...... (null)
# group..... class=transformer
# property.. power_in_A
# limit..... 0
# interval.. 60
# timestamp,transformer_0,transformer_1,transformer_2,transformer_3,transformer_4,transformer_5,transformer_6,transformer_8,transformer_10,transformer_11,transformer_12,transformer_13,transformer_14,transformer_15,transformer_16,transformer_18,transformer_20
2013-07-01 04:00:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:01:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:02:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:03:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:04:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:05:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:06:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:07:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:08:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
2013-07-01 04:09:00 UTC,+138136+113866i,+188.042+48.9482i,+0-0i,+0-0i,+571.967+145.312i,+0-0i,+0-0i,+0+0j,+0+0j,+593.984+152.253j,+0-0j,+0-0j,+1293.87+326.28i,+0-0i,+0-0i,+0-0i,+0+0j
